jobId,nEvt,nProc,nInst,elapsed,cpuEff,vsz,rsz
5266599,1600,23,2,2240,46.24598842976041,1263049912,13366152
5266599,1600,23,2,2300,46.24977811878327,1263060176,13394548
5266599,1600,23,2,2361,46.23326123374692,1263060408,13399468
5266599,1600,23,2,2421,46.23980168250162,1263067576,13419992
5266599,1600,23,2,2481,45.998344748731334,1262123180,13348076
5266599,1600,23,2,2542,39.55906681537783,1109804256,11710160
5266599,1600,23,2,2602,20.680631533854996,580372168,6089056
5266599,1600,23,2,2662,7.956656360813239,252428588,2788824
5266597,1600,21,2,11,0.0,561792,20548
5266597,1600,21,2,71,4.044886807181889,95896200,776684
5266597,1600,21,2,131,41.60803427113588,1065569484,10162872
5266597,1600,21,2,191,42.62678590949991,1065626584,10402332
5266597,1600,21,2,252,42.28684701891433,1065648808,10609816
5266597,1600,21,2,312,42.33715826034278,1065661692,10791736
5266597,1600,21,2,372,42.379631655412815,1065676132,10973420
5266597,1600,21,2,432,42.39949918282008,1065679064,11087508
5266597,1600,21,2,493,42.297192129676404,1065681852,11189132
5266597,1600,21,2,553,42.312376578053076,1065685096,11291196
5266597,1600,21,2,613,42.33209397533009,1065687728,11368972
5266597,1600,21,2,674,42.27525911927275,1065688680,11449592
5266597,1600,21,2,734,42.29252598710207,1065689748,11500956
5266597,1600,21,2,794,42.29478238534073,1065691248,11550072
5266597,1600,21,2,854,42.30601325300138,1065691248,11603500
5266597,1600,21,2,915,42.267216541198756,1065698536,11653292
5266597,1600,21,2,975,42.27920735109147,1065701572,11700336
5266597,1600,21,2,1035,42.286230374456224,1065702512,11739660
5266597,1600,21,2,1095,42.29478267877956,1065702688,11763324
5266597,1600,21,2,1156,42.267259704121315,1065702688,11793448
5266597,1600,21,2,1216,42.26884234197285,1065702688,11800072
5266597,1600,21,2,1276,42.2731638685602,1065703212,11827284
5266597,1600,21,2,1336,42.2802775915228,1065704860,11840460
5266597,1600,21,2,1397,42.254098935210514,1065706556,11863228
5266597,1600,21,2,1457,42.26438926998834,1065707720,11911664
5266597,1600,21,2,1517,42.26613829536609,1065708812,11946116
5266597,1600,21,2,1578,42.242141475913726,1065713036,11995140
5266597,1600,21,2,1638,42.248530052620424,1065717816,12031732
5266597,1600,21,2,1698,42.25814601313048,1065721700,12069248
5266597,1600,21,2,1758,42.263966268198615,1065734464,12118224
5266597,1600,21,2,1819,42.242803028287604,1065734680,12146016
5266597,1600,21,2,1879,42.24652816443334,1065735220,12175140
5266597,1600,21,2,1939,42.25764996759026,1065735220,12197216
5266597,1600,21,2,1999,42.262299822421404,1065738824,12211260
5266597,1600,21,2,2060,42.24276508268685,1065739932,12235676
5266597,1600,21,2,2120,42.24803119875638,1065743504,12248632
5266597,1600,21,2,2180,42.25498983947846,1065745284,12280896
5266597,1600,21,2,2240,42.26003510193555,1065746784,12304992
5266597,1600,21,2,2301,42.24187228719335,1065747256,12328884
5266597,1600,21,2,2361,42.245691784047764,1065754092,12351672
5266597,1600,21,2,2421,42.253656463880965,1065759512,12375456
5266597,1600,21,2,2482,42.24116101288941,1065761744,12385952
5266597,1600,21,2,2542,42.20400308282883,1064812184,12311588
5266597,1600,21,2,2602,41.9125312467469,1063873948,12248604
5266597,1600,21,2,2662,35.52138872148373,925079856,10658040
5266597,1600,21,2,2723,14.764424184912386,393432192,4558076
5266600,1600,24,2,2,0.0,764748,21628
5266600,1600,24,2,63,4.087540983606557,108476936,775432
5266600,1600,24,2,123,46.22405230687317,1367952724,11641836
5266600,1600,24,2,183,48.2691067439946,1367983036,11923404
5266600,1600,24,2,244,48.09099313065559,1368004860,12150064
5266600,1600,24,2,304,48.23810649522418,1368020192,12362864
5266600,1600,24,2,364,48.311012153817714,1368027844,12585780
5266600,1600,24,2,425,48.2279680126311,1368035164,12738432
5266600,1600,24,2,485,48.26599754233825,1368035864,12843572
